	Headline	sentiment	Link
27	Contracts for Calgary west ring road finalized; entire project to be completed by 2022	neutral	https://news.google.com/articles/CBMif2h0dHBzOi8vY2FsZ2FyeWhlcmFsZC5jb20vbmV3cy9sb2NhbC1uZXdzL2NvbnRyYWN0cy1mb3ItY2FsZ2FyeS13ZXN0LXJpbmctcm9hZC1maW5hbGl6ZWQtZW50aXJlLXByb2plY3QtdG8tYmUtY29tcGxldGVkLWJ5LTIwMjLSAc0BaHR0cHM6Ly9jYWxnYXJ5aGVyYWxkLWNvbS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL2NhbGdhcnloZXJhbGQuY29tL25ld3MvbG9jYWwtbmV3cy9jb250cmFjdHMtZm9yLWNhbGdhcnktd2VzdC1yaW5nLXJvYWQtZmluYWxpemVkLWVudGlyZS1wcm9qZWN0LXRvLWJlLWNvbXBsZXRlZC1ieS0yMDIyL2FtcD9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ
28	Scheer makes election promise to remove GST from home-heating bills	neutral	https://news.google.com/articles/CBMiPmh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL3NjaGVlci1ob21lLWhlYXRpbmctMS41MDQ0NzI50gFjaHR0cHM6Ly93d3ctY2JjLWNhLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LmNiYy5jYS9hbXAvMS41MDQ0NzI5P2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
29	I Got Fired Because I Challenged Ford Friend\'s Hiring: Brad Blair	neutral	https://news.google.com/articles/CAIiEMPGx37DPC5AFkonmEuI9JUqGAgEKg8IACoHCAow1qfAAjCkrz8w18vGBQ
30	Fired OPP deputy alleges reprisal for speaking against Doug Ford friend\'s appointment to force	neutral	https://news.google.com/articles/CBMijwFodHRwczovL3d3dy5jYmMuY2EvbmV3cy9jYW5hZGEvdG9yb250by9maXJlZC1vcHAtZGVwdXR5LWFsbGVnZXMtcmVwcmlzYWwtZm9yLXNwZWFraW5nLWFnYWluc3QtZG91Zy1mb3JkLWZyaWVuZC1zLWFwcG9pbnRtZW50LXRvLWZvcmNlLTEuNTA0MzQzNNIBY2h0dHBzOi8vd3d3LWNiYy1jYS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL3d3dy5jYmMuY2EvYW1wLzEuNTA0MzQzND9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ
31	Doug Ford\'s role in OPP turmoil raises questions of political interference	neutral	https://news.google.com/articles/CBMiZGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS90b3JvbnRvL2RvdWctZm9yZC1vbnRhcmlvLXBvdmluY2lhbC1wb2xpY2Utb3BwLXJvbi10YXZlcm5lci0xLjUwNDM0NDfSAWNodHRwczovL3d3dy1jYmMtY2EuY2RuLmFtcHByb2plY3Qub3JnL3Yvcy93d3cuY2JjLmNhL2FtcC8xLjUwNDM0NDc_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU
32	GOLDSTEIN: Find a new OPP commissioner Premier Ford	positive	https://news.google.com/articles/CBMiXGh0dHBzOi8vdG9yb250b3N1bi5jb20vb3Bpbmlvbi9jb2x1bW5pc3RzL2dvbGRzdGVpbi1maW5kLWEtbmV3LW9wcC1jb21taXNzaW9uZXItcHJlbWllci1mb3Jk0gGnAWh0dHBzOi8vdG9yb250b3N1bi1jb20uY2RuLmFtcHByb2plY3Qub3JnL3Yvcy90b3JvbnRvc3VuLmNvbS9vcGluaW9uL2NvbHVtbmlzdHMvZ29sZHN0ZWluLWZpbmQtYS1uZXctb3BwLWNvbW1pc3Npb25lci1wcmVtaWVyLWZvcmQvYW1wP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
33	Is there something rotten in the OPP?	neutral	https://news.google.com/articles/CBMiVWh0dHBzOi8vd3d3LnRoZWdsb2JlYW5kbWFpbC5jb20vb3Bpbmlvbi9hcnRpY2xlLWlzLXRoZXJlLXNvbWV0aGluZy1yb3R0ZW4taW4tdGhlLW9wcC_SAakBaHR0cHM6Ly93d3ctdGhlZ2xvYmVhbmRtYWlsLWNvbS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL3d3dy50aGVnbG9iZWFuZG1haWwuY29tL2FtcC9vcGluaW9uL2FydGljbGUtaXMtdGhlcmUtc29tZXRoaW5nLXJvdHRlbi1pbi10aGUtb3BwLz9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ
34	Ottawa to proceed with Meng extradition request Trudeau says as China accuses detained Canadians of spying	neutral	https://news.google.com/articles/CBMia2h0dHBzOi8vd3d3LnRoZWdsb2JlYW5kbWFpbC5jb20vd29ybGQvYXJ0aWNsZS1jaGluYS1hY2N1c2VzLWRldGFpbmVkLWNhbmFkaWFucy1vZi1zcHlpbmctZGF5cy1hZnRlci1odWF3ZWkv0gEA
35	Meng Wanzhou’s Cushy Bail Is Raising Hackles in Canada	positive	https://news.google.com/articles/CAIiEN2Ht7eTnT488lRMKPs1RKIqFwgEKg8IACoHCAowjuuKAzCWrzww1oEY
36	Huawei CFO Meng Wangzhou suing Canada border agency and RCMP	neutral	https://news.google.com/articles/CBMikgFodHRwczovL3Rvcm9udG9zdW4uY29tL25ld3MvbmF0aW9uYWwvaHVhd2VpLWNmby1tZW5nLXdhbmd6aG91LXN1aW5nLWNhbmFkYS1pdHMtYm9yZGVyLWFnZW5jeS1hbmQtdGhlLXJjbXAvd2NtLzAzMDY2MDgxLWE5MmUtNDJjMS05MDNkLTU2YjAwMjI3M2Y5MdIB3QFodHRwczovL3Rvcm9udG9zdW4tY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3MvdG9yb250b3N1bi5jb20vbmV3cy9uYXRpb25hbC9odWF3ZWktY2ZvLW1lbmctd2FuZ3pob3Utc3VpbmctY2FuYWRhLWl0cy1ib3JkZXItYWdlbmN5LWFuZC10aGUtcmNtcC93Y20vMDMwNjYwODEtYTkyZS00MmMxLTkwM2QtNTZiMDAyMjczZjkxL2FtcD9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ
37	Chinese media accuses detained Canadians of stealing state secrets	neutral	https://news.google.com/articles/CAIiEBaaplvGvkSREJeFzgLSD9YqGQgEKhAIACoHCAowqeP_CjDdg_oCMOXg6QU
38	Morning Update: Meng Wanzhou sues Canada; Facebook’s lobbying; an app for Alzheimer’s patients	neutral	https://news.google.com/articles/CBMicWh0dHBzOi8vd3d3LnRoZWdsb2JlYW5kbWFpbC5jb20vY2FuYWRhL2FydGljbGUtbW9ybmluZy11cGRhdGUtbWVuZy13YW56aG91LXN1ZXMtY2FuYWRhLWZhY2Vib29rcy1sb2JieWluZy1hbi1hcHAv0gHFAWh0dHBzOi8vd3d3LXRoZWdsb2JlYW5kbWFpbC1jb20uY2RuLmFtcHByb2plY3Qub3JnL3Yvcy93d3cudGhlZ2xvYmVhbmRtYWlsLmNvbS9hbXAvY2FuYWRhL2FydGljbGUtbW9ybmluZy11cGRhdGUtbWVuZy13YW56aG91LXN1ZXMtY2FuYWRhLWZhY2Vib29rcy1sb2JieWluZy1hbi1hcHAvP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
39	House Democrats expand corruption probe into President Trump	neutral	https://news.google.com/articles/CCAiC1IyTGJ5ZFVPU2JvmAEB
40	Trump says Democrats \'have gone stone cold CRAZY\' after they unveil new probe	negative	https://news.google.com/articles/CAIiEMJ3thEaWWFVqtBZGg7NbI0qGQgEKhAIACoHCAowzuOICzCZ4ocDMM2GowY
41	Trump blasts House Democrats\' \'fishing expedition\'	neutral	https://news.google.com/articles/CBMiMWh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy93b3JsZC11cy1jYW5hZGEtNDc0NTE2MDHSAXlodHRwczovL3d3dy1iYmMtY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LmJiYy5jb20vbmV3cy9hbXAvd29ybGQtdXMtY2FuYWRhLTQ3NDUxNjAxP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
42	Ivanka Trump Could Be On Next Target List From US House Democrats: Chairman	neutral	https://news.google.com/articles/CAIiEEZRcWv123AVsDAkC0hQP9MqGQgEKhAIACoHCAowj8n_CjDIrfkCMNCf6AU
43	Nadler defends latest probe into Trump\'s \'abuse of power\' which targets 81 people	positive	https://news.google.com/articles/CAIiEKmD8donr1DHkiN2UPt7BGQqGQgEKhAIACoHCAowzuOICzCZ4ocDMM2GowY
44	Michael Cohen returns to Capitol Hill for 4th day of testimony — could discuss Russia finances	neutral	https://news.google.com/articles/CAIiEAg0VxG6g51j89nlL3uPOSQqGQgEKhAIACoHCAowqeP_CjDdg_oCMMTh6QU
45	Poll: 64% think Trump committed crimes before presidency	neutral	https://news.google.com/articles/CCAiC19Sb1JCN25WdWE0mAEB
46	Michael Cohen Returns to Congress for More Closed-Door Testimony	positive	https://news.google.com/articles/CBMiPmh0dHA6Ly90aW1lLmNvbS81NTQ1NzI5L21pY2hhZWwtY29oZW4tbW9yZS10ZXN0aW1vbnktY29uZ3Jlc3Mv0gEA
47	House Democrats are weaponizing the process against Trump	neutral	https://news.google.com/articles/CBMiWWh0dHBzOi8vd3d3LmZveG5ld3MuY29tL29waW5pb24vaG91c2UtZGVtb2NyYXRzLWFyZS13ZWFwb25pemluZy10aGUtcHJvY2Vzcy1hZ2FpbnN0LXRydW1w0gGlAWh0dHBzOi8vd3d3LWZveG5ld3MtY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LmZveG5ld3MuY29tL29waW5pb24vaG91c2UtZGVtb2NyYXRzLWFyZS13ZWFwb25pemluZy10aGUtcHJvY2Vzcy1hZ2FpbnN0LXRydW1wLmFtcD9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ
48	Don\'t cover up Mueller\'s Trump-Russia investigation. We need to know everything he finds.	neutral	https://news.google.com/articles/CAIiEEzmQovFKLrzstqJZDimPVUqGQgEKhAIACoHCAowjsP7CjCSpPQCMJCK0wU
49	Homeland Security chief calls U.S.-Mexico border issue \'serious and sustained crisis\'	negative	https://news.google.com/articles/CAIiEIoG4UE201FCkO9nHLy1qbgqFggEKg4IACoGCAowqKNmMKjdCjCT1B0
50	U.S. faces ‘real serious and sustained’ crisis at the border Homeland Security chief insists	negative	https://news.google.com/articles/CAIiEGGDUA6kWwgk_t_YyuTRV_MqGQgEKhAIACoHCAowqeP_CjDdg_oCMOXg6QU
51	Democrats reject Fox News for 2020 debates over Trump relationship – live	positive	https://news.google.com/articles/CBMie2h0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS91cy1uZXdzL2xpdmUvMjAxOS9tYXIvMDYvdXMtcG9saXRpY3MtZG9uYWxkLXRydW1wLWRlbW9jcmF0cy1yZXB1YmxpY2FuLWxhdGVzdC1uZXdzLWxpdmUtdXBkYXRlc9IBxwFodHRwczovL2FtcC10aGVndWFyZGlhbi1jb20uY2RuLmFtcHByb2plY3Qub3JnL3Yvcy9hbXAudGhlZ3VhcmRpYW4uY29tL3VzLW5ld3MvbGl2ZS8yMDE5L21hci8wNi91cy1wb2xpdGljcy1kb25hbGQtdHJ1bXAtZGVtb2NyYXRzLXJlcHVibGljYW4tbGF0ZXN0LW5ld3MtbGl2ZS11cGRhdGVzP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
52	New York Post: Yeah this looks like a border crisis	positive	https://news.google.com/articles/CBMiRGh0dHBzOi8vd3d3LmZveG5ld3MuY29tL29waW5pb24veWVhaC10aGlzLWxvb2tzLWxpa2UtYS1ib3JkZXItY3Jpc2lz0gGQAWh0dHBzOi8vd3d3LWZveG5ld3MtY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LmZveG5ld3MuY29tL29waW5pb24veWVhaC10aGlzLWxvb2tzLWxpa2UtYS1ib3JkZXItY3Jpc2lzLmFtcD9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ
53	House dems grill homeland security chief on border security	neutral	https://news.google.com/articles/CCAiCzVzZ0Y4b1hETmIwmAEB
54	Bank of Canada holds interest rate steady but some suggest a rate cut could be back on the table	positive	https://news.google.com/articles/CAIiEIyHS52rHuN6EcUw5DX8wPUqFggEKg4IACoGCAowqKNmMKjdCjDO3RQ
55	Bank of Canada waters down rate conviction amid growth slowdown	negative	https://news.google.com/articles/CBMiSmh0dHA6Ly93d3cuYm5uYmxvb21iZXJnLmNhL2Jhbmstb2YtY2FuYWRhLWhvbGRzLWtleS1yYXRlLWF0LTEtNzUtMS4xMjI0NjEx0gEA
56	Bank of Canada holds rate as longer deeper slowdown than forecast grips economy	neutral	https://news.google.com/articles/CBMiZ2h0dHBzOi8vYnVzaW5lc3MuZmluYW5jaWFscG9zdC5jb20vbmV3cy9lY29ub215L2Jhbmstb2YtY2FuYWRhLWhvbGRzLWtleS1pbnRlcmVzdC1yYXRlLWF0LTEtNzUtcGVyLWNlbnTSAb4BaHR0cHM6Ly9idXNpbmVzcy1maW5hbmNpYWxwb3N0LWNvbS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL2J1c2luZXNzLmZpbmFuY2lhbHBvc3QuY29tL25ld3MvZWNvbm9teS9iYW5rLW9mLWNhbmFkYS1ob2xkcy1rZXktaW50ZXJlc3QtcmF0ZS1hdC0xLTc1LXBlci1jZW50L2FtcD9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ
57	At midday: TSX edges higher after Bank of Canada keeps rates unchanged	positive	https://news.google.com/articles/CBMikwFodHRwczovL3d3dy50aGVnbG9iZWFuZG1haWwuY29tL2ludmVzdGluZy9tYXJrZXRzL2luc2lkZS10aGUtbWFya2V0L21hcmtldC1uZXdzL2FydGljbGUtcHJlbWFya2V0LWNoaW5hLXN0aW11bHVzLXBsYW5zLWZhaWwtdG8tYm9vc3QtZ2xvYmFsLXN0b2Nrcy_SAecBaHR0cHM6Ly93d3ctdGhlZ2xvYmVhbmRtYWlsLWNvbS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL3d3dy50aGVnbG9iZWFuZG1haWwuY29tL2FtcC9pbnZlc3RpbmcvbWFya2V0cy9pbnNpZGUtdGhlLW1hcmtldC9tYXJrZXQtbmV3cy9hcnRpY2xlLXByZW1hcmtldC1jaGluYS1zdGltdWx1cy1wbGFucy1mYWlsLXRvLWJvb3N0LWdsb2JhbC1zdG9ja3MvP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
