	Headline	sentiment	Link
20	Fired OPP deputy alleges reprisal for speaking against Doug Ford friend\'s appointment to force	neutral	https://news.google.com/articles/CBMijwFodHRwczovL3d3dy5jYmMuY2EvbmV3cy9jYW5hZGEvdG9yb250by9maXJlZC1vcHAtZGVwdXR5LWFsbGVnZXMtcmVwcmlzYWwtZm9yLXNwZWFraW5nLWFnYWluc3QtZG91Zy1mb3JkLWZyaWVuZC1zLWFwcG9pbnRtZW50LXRvLWZvcmNlLTEuNTA0MzQzNNIBY2h0dHBzOi8vd3d3LWNiYy1jYS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL3d3dy5jYmMuY2EvYW1wLzEuNTA0MzQzND9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ
21	Doug Ford\'s role in OPP turmoil raises questions of political interference	neutral	https://news.google.com/articles/CBMiZGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS90b3JvbnRvL2RvdWctZm9yZC1vbnRhcmlvLXBvdmluY2lhbC1wb2xpY2Utb3BwLXJvbi10YXZlcm5lci0xLjUwNDM0NDfSAWNodHRwczovL3d3dy1jYmMtY2EuY2RuLmFtcHByb2plY3Qub3JnL3Yvcy93d3cuY2JjLmNhL2FtcC8xLjUwNDM0NDc_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU
22	GOLDSTEIN: Find a new OPP commissioner Premier Ford	positive	https://news.google.com/articles/CBMiXGh0dHBzOi8vdG9yb250b3N1bi5jb20vb3Bpbmlvbi9jb2x1bW5pc3RzL2dvbGRzdGVpbi1maW5kLWEtbmV3LW9wcC1jb21taXNzaW9uZXItcHJlbWllci1mb3Jk0gGnAWh0dHBzOi8vdG9yb250b3N1bi1jb20uY2RuLmFtcHByb2plY3Qub3JnL3Yvcy90b3JvbnRvc3VuLmNvbS9vcGluaW9uL2NvbHVtbmlzdHMvZ29sZHN0ZWluLWZpbmQtYS1uZXctb3BwLWNvbW1pc3Npb25lci1wcmVtaWVyLWZvcmQvYW1wP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
23	Is there something rotten in the OPP?	neutral	https://news.google.com/articles/CBMiVWh0dHBzOi8vd3d3LnRoZWdsb2JlYW5kbWFpbC5jb20vb3Bpbmlvbi9hcnRpY2xlLWlzLXRoZXJlLXNvbWV0aGluZy1yb3R0ZW4taW4tdGhlLW9wcC_SAakBaHR0cHM6Ly93d3ctdGhlZ2xvYmVhbmRtYWlsLWNvbS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL3d3dy50aGVnbG9iZWFuZG1haWwuY29tL2FtcC9vcGluaW9uL2FydGljbGUtaXMtdGhlcmUtc29tZXRoaW5nLXJvdHRlbi1pbi10aGUtb3BwLz9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ
24	Scheer makes election promise to remove GST from home-heating bills	neutral	https://news.google.com/articles/CAIiEND7FkvAnPTrm7pZvNXUAfEqGQgEKhAIACoHCAow6f-ICzDjj4gDMJTFnwY
25	Finance watchdog warns rise in health care spending threatens Premier Doug Ford’s balanced budget promise	neutral	https://news.google.com/articles/CAIiEMaIOb54AtX_9cPUNc_XtNAqFggEKg4IACoGCAow6bV4MPfJDDCtvTk
26	Ontario to spend extra $1.5B on new doctors\' contract budget watchdog says	positive	https://news.google.com/articles/CBMiSWh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS90b3JvbnRvL29udGFyaW8tZG9jdG9ycy1jb250cmFjdC0xLjUwNDQ4NTTSAWNodHRwczovL3d3dy1jYmMtY2EuY2RuLmFtcHByb2plY3Qub3JnL3Yvcy93d3cuY2JjLmNhL2FtcC8xLjUwNDQ4NTQ_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU
27	Big cuts to health care might be needed to balance books: FAO	neutral	https://news.google.com/articles/CBMiY2h0dHBzOi8vdG9yb250b3N1bi5jb20vbmV3cy9wcm92aW5jaWFsL2JpZy1jdXRzLXRvLWhlYWx0aC1jYXJlLW1pZ2h0LWJlLW5lZWRlZC10by1iYWxhbmNlLWJvb2tzLWZhb9IBrgFodHRwczovL3Rvcm9udG9zdW4tY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3MvdG9yb250b3N1bi5jb20vbmV3cy9wcm92aW5jaWFsL2JpZy1jdXRzLXRvLWhlYWx0aC1jYXJlLW1pZ2h0LWJlLW5lZWRlZC10by1iYWxhbmNlLWJvb2tzLWZhby9hbXA_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU
28	Alabama tornado was forecast accurately yet 23 people died	positive	https://news.google.com/articles/CAIiEL9ES-PM5FzHRUMCHEIjs2gqGQgEKhAIACoHCAow6f-ICzDjj4gDMNC_nwY
29	Alabama\'s tornado dead range in age from 6 to 89	negative	https://news.google.com/articles/CBMiVWh0dHBzOi8vd3d3LmNwMjQuY29tL3dvcmxkL2FsYWJhbWEtcy10b3JuYWRvLWRlYWQtcmFuZ2UtaW4tYWdlLWZyb20tNi10by04OS0xLjQzMjI5MjnSAQA
30	\'MY LIFE IS GONE\': Son finds father\'s body in Alabama tornado wreckage	neutral	https://news.google.com/articles/CBMiX2h0dHBzOi8vY2Fub2UuY29tL25ld3Mvd29ybGQvbXktbGlmZS1pcy1nb25lLXNvbi1maW5kcy1mYXRoZXJzLWJvZHktaW4tYWxhYmFtYS10b3JuYWRvLXdyZWNrYWdl0gGlAWh0dHBzOi8vY2Fub2UtY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3MvY2Fub2UuY29tL25ld3Mvd29ybGQvbXktbGlmZS1pcy1nb25lLXNvbi1maW5kcy1mYXRoZXJzLWJvZHktaW4tYWxhYmFtYS10b3JuYWRvLXdyZWNrYWdlL2FtcD9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ
31	IDENTITIES: 23 confirmed dead; here are the names	positive	https://news.google.com/articles/CBMihAFodHRwczovL3d3dy5vYW5vdy5jb20vbmV3cy9sZWVfY291bnR5L2lkZW50aXRpZXMtY29uZmlybWVkLWRlYWQtaGVyZS1hcmUtdGhlLW5hbWVzL2FydGljbGVfOWI4YmQxNmUtM2Y2NC0xMWU5LTlhZDctMmYzYmJlOTY1NDZmLmh0bWzSAc4BaHR0cHM6Ly93d3ctb2Fub3ctY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3Lm9hbm93LmNvbS9uZXdzL2xlZV9jb3VudHkvaWRlbnRpdGllcy1jb25maXJtZWQtZGVhZC1oZXJlLWFyZS10aGUtbmFtZXMvYXJ0aWNsZV85YjhiZDE2ZS0zZjY0LTExZTktOWFkNy0yZjNiYmU5NjU0NmYuYW1wLmh0bWw_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU
32	Alabama tornadoes: Seven family members among 23 killed	negative	https://news.google.com/articles/CBMiMWh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy93b3JsZC11cy1jYW5hZGEtNDc0NDk2OTHSAXlodHRwczovL3d3dy1iYmMtY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LmJiYy5jb20vbmV3cy9hbXAvd29ybGQtdXMtY2FuYWRhLTQ3NDQ5NjkxP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
33	Why Canada represented U.S. authorities’ ‘best chance’ to capture Huawei’s Meng Wanzhou	positive	https://news.google.com/articles/CAIiEHt8gAxrEy1LEw_Qm5FUl3oqFwgEKg4IACoGCAow6bV4MPfJDDDB1MUF
34	Meng Wanzhou’s Cushy Bail Is Raising Hackles in Canada	positive	https://news.google.com/articles/CAIiEN2Ht7eTnT488lRMKPs1RKIqFwgEKg8IACoHCAowjuuKAzCWrzww1oEY
35	Huawei CFO Meng Wanzhou sues Canadian government RCMP and CBSA	neutral	https://news.google.com/articles/CAIiENathxzJmzm7UAi2cVgCKgAqGQgEKhAIACoHCAowqeP_CjDdg_oCMMXh6QU
36	Morning Update: Meng Wanzhou sues Canada; Facebook’s lobbying; an app for Alzheimer’s patients	neutral	https://news.google.com/articles/CBMicWh0dHBzOi8vd3d3LnRoZWdsb2JlYW5kbWFpbC5jb20vY2FuYWRhL2FydGljbGUtbW9ybmluZy11cGRhdGUtbWVuZy13YW56aG91LXN1ZXMtY2FuYWRhLWZhY2Vib29rcy1sb2JieWluZy1hbi1hcHAv0gHFAWh0dHBzOi8vd3d3LXRoZWdsb2JlYW5kbWFpbC1jb20uY2RuLmFtcHByb2plY3Qub3JnL3Yvcy93d3cudGhlZ2xvYmVhbmRtYWlsLmNvbS9hbXAvY2FuYWRhL2FydGljbGUtbW9ybmluZy11cGRhdGUtbWVuZy13YW56aG91LXN1ZXMtY2FuYWRhLWZhY2Vib29rcy1sb2JieWluZy1hbi1hcHAvP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
37	Huawei CFO Meng Wangzhou suing Canada border agency and RCMP	neutral	https://news.google.com/articles/CBMikgFodHRwczovL3Rvcm9udG9zdW4uY29tL25ld3MvbmF0aW9uYWwvaHVhd2VpLWNmby1tZW5nLXdhbmd6aG91LXN1aW5nLWNhbmFkYS1pdHMtYm9yZGVyLWFnZW5jeS1hbmQtdGhlLXJjbXAvd2NtLzAzMDY2MDgxLWE5MmUtNDJjMS05MDNkLTU2YjAwMjI3M2Y5MdIB3QFodHRwczovL3Rvcm9udG9zdW4tY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3MvdG9yb250b3N1bi5jb20vbmV3cy9uYXRpb25hbC9odWF3ZWktY2ZvLW1lbmctd2FuZ3pob3Utc3VpbmctY2FuYWRhLWl0cy1ib3JkZXItYWdlbmN5LWFuZC10aGUtcmNtcC93Y20vMDMwNjYwODEtYTkyZS00MmMxLTkwM2QtNTZiMDAyMjczZjkxL2FtcD9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ
38	Michael Cohen returns to Capitol Hill for 4th day of testimony — could discuss Russia finances	neutral	https://news.google.com/articles/CAIiEAg0VxG6g51j89nlL3uPOSQqGQgEKhAIACoHCAowqeP_CjDdg_oCMMTh6QU
39	Michael Cohen Returns To Congress For More Closed-Door Testimony | TIME	positive	https://news.google.com/articles/CCAiCzh0NGxRUlVGYThjmAEB
40	Two-thirds of Americans think Trump is a criminal and most believe Michael Cohen over president poll finds	positive	https://news.google.com/articles/CAIiEBB3yZyM6A02_gukTnYeoQoqFwgEKg4IACoGCAowzdp7ML-3CTCRx_0F
41	House Democrats are weaponizing the process against Trump	neutral	https://news.google.com/articles/CBMiWWh0dHBzOi8vd3d3LmZveG5ld3MuY29tL29waW5pb24vaG91c2UtZGVtb2NyYXRzLWFyZS13ZWFwb25pemluZy10aGUtcHJvY2Vzcy1hZ2FpbnN0LXRydW1w0gGlAWh0dHBzOi8vd3d3LWZveG5ld3MtY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LmZveG5ld3MuY29tL29waW5pb24vaG91c2UtZGVtb2NyYXRzLWFyZS13ZWFwb25pemluZy10aGUtcHJvY2Vzcy1hZ2FpbnN0LXRydW1wLmFtcD9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ
42	Don\'t cover up Mueller\'s Trump-Russia investigation. We need to know everything he finds.	neutral	https://news.google.com/articles/CAIiEEzmQovFKLrzstqJZDimPVUqGQgEKhAIACoHCAowjsP7CjCSpPQCMJCK0wU
43	House Democrats expand corruption probe into President Trump	neutral	https://news.google.com/articles/CCAiC1IyTGJ5ZFVPU2JvmAEB
44	Trump says Democrats \'have gone stone cold CRAZY\' after they unveil new probe	negative	https://news.google.com/articles/CAIiEMJ3thEaWWFVqtBZGg7NbI0qGQgEKhAIACoHCAowzuOICzCZ4ocDMM2GowY
45	Trump blasts House Democrats\' \'fishing expedition\'	neutral	https://news.google.com/articles/CBMiMWh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy93b3JsZC11cy1jYW5hZGEtNDc0NTE2MDHSAXlodHRwczovL3d3dy1iYmMtY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LmJiYy5jb20vbmV3cy9hbXAvd29ybGQtdXMtY2FuYWRhLTQ3NDUxNjAxP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
46	Ivanka Trump Could Be On Next Target List From US House Democrats: Chairman	neutral	https://news.google.com/articles/CAIiEEZRcWv123AVsDAkC0hQP9MqGQgEKhAIACoHCAowj8n_CjDIrfkCMNCf6AU
47	Nadler defends latest probe into Trump\'s \'abuse of power\' which targets 81 people	positive	https://news.google.com/articles/CAIiEKmD8donr1DHkiN2UPt7BGQqGQgEKhAIACoHCAowzuOICzCZ4ocDMM2GowY
48	Bank of Canada holds interest rate steady but some suggest a rate cut could be back on the table	positive	https://news.google.com/articles/CAIiEIyHS52rHuN6EcUw5DX8wPUqFggEKg4IACoGCAowqKNmMKjdCjDO3RQ
49	Bank of Canada holds key rate at 1.75%	neutral	https://news.google.com/articles/CBMiSmh0dHA6Ly93d3cuYm5uYmxvb21iZXJnLmNhL2Jhbmstb2YtY2FuYWRhLWhvbGRzLWtleS1yYXRlLWF0LTEtNzUtMS4xMjI0NjEx0gEA
50	Bank of Canada holds rate as longer deeper slowdown than forecast grips economy	neutral	https://news.google.com/articles/CBMiZ2h0dHBzOi8vYnVzaW5lc3MuZmluYW5jaWFscG9zdC5jb20vbmV3cy9lY29ub215L2Jhbmstb2YtY2FuYWRhLWhvbGRzLWtleS1pbnRlcmVzdC1yYXRlLWF0LTEtNzUtcGVyLWNlbnTSAb4BaHR0cHM6Ly9idXNpbmVzcy1maW5hbmNpYWxwb3N0LWNvbS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL2J1c2luZXNzLmZpbmFuY2lhbHBvc3QuY29tL25ld3MvZWNvbm9teS9iYW5rLW9mLWNhbmFkYS1ob2xkcy1rZXktaW50ZXJlc3QtcmF0ZS1hdC0xLTc1LXBlci1jZW50L2FtcD9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ
51	Bank of Canada maintains overnight rate target at 1 ¾ per cent	neutral	https://news.google.com/articles/CBMiQWh0dHBzOi8vd3d3LmJhbmtvZmNhbmFkYS5jYS8yMDE5LzAzL2ZhZC1wcmVzcy1yZWxlYXNlLTIwMTktMDMtMDYv0gEA
52	At midday: TSX edges higher after Bank of Canada keeps rates unchanged	positive	https://news.google.com/articles/CBMikwFodHRwczovL3d3dy50aGVnbG9iZWFuZG1haWwuY29tL2ludmVzdGluZy9tYXJrZXRzL2luc2lkZS10aGUtbWFya2V0L21hcmtldC1uZXdzL2FydGljbGUtcHJlbWFya2V0LWNoaW5hLXN0aW11bHVzLXBsYW5zLWZhaWwtdG8tYm9vc3QtZ2xvYmFsLXN0b2Nrcy_SAecBaHR0cHM6Ly93d3ctdGhlZ2xvYmVhbmRtYWlsLWNvbS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL3d3dy50aGVnbG9iZWFuZG1haWwuY29tL2FtcC9pbnZlc3RpbmcvbWFya2V0cy9pbnNpZGUtdGhlLW1hcmtldC9tYXJrZXQtbmV3cy9hcnRpY2xlLXByZW1hcmtldC1jaGluYS1zdGltdWx1cy1wbGFucy1mYWlsLXRvLWJvb3N0LWdsb2JhbC1zdG9ja3MvP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
53	Trade deficits surge to record highs in U.S. Canada	neutral	https://news.google.com/articles/CAIiECVb3ox--XKS4qd2F7E1QhwqFggEKg4IACoGCAowqKNmMKjdCjDBjx0
54	Canada trade deficit hit record $4.6 billion in December	neutral	https://news.google.com/articles/CBMiXGh0dHA6Ly93d3cuYm5uYmxvb21iZXJnLmNhL2NhbmFkYS10cmFkZS1kZWZpY2l0LWhpdC1yZWNvcmQtNC02LWJpbGxpb24taW4tZGVjZW1iZXItMS4xMjI0NTYz0gEA
55	Canada just racked up a record trade deficit as the value of our oil exports plunged 21%	neutral	https://news.google.com/articles/CBMid2h0dHBzOi8vYnVzaW5lc3MuZmluYW5jaWFscG9zdC5jb20vbmV3cy9lY29ub215L3N0YXRpc3RpY3MtY2FuYWRhLXNheXMtdHJhZGUtZGVmaWNpdC1oaXQtcmVjb3JkLTQtNi1iaWxsaW9uLWluLWRlY2VtYmVy0gEA
56	Statistics Canada says trade deficit hit record $4.6 billion in December	neutral	https://news.google.com/articles/CBMia2h0dHBzOi8vd3d3LmNwMjQuY29tL25ld3Mvc3RhdGlzdGljcy1jYW5hZGEtc2F5cy10cmFkZS1kZWZpY2l0LWhpdC1yZWNvcmQtNC02LWJpbGxpb24taW4tZGVjZW1iZXItMS40MzI0MzAx0gF4aHR0cHM6Ly9iZXRhLWNwMjQtY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3MvYmV0YS5jcDI0LmNvbS9uZXdzLzIwMTkvMy82LzFfNDMyNDMwMS5odG1sP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
