,Headline,sentiment,Link
10,Braid: One party\'s creepy video is another party\'s conspiracy,n,https://news.google.com/articles/CBMiYmh0dHBzOi8vY2FsZ2FyeWhlcmFsZC5jb20vbmV3cy9wb2xpdGljcy9icmFpZC1vbmUtcGFydHlzLWNyZWVweS12aWRlby1pcy1hbm90aGVyLXBhcnR5cy1jb25zcGlyYWN50gGwAWh0dHBzOi8vY2FsZ2FyeWhlcmFsZC1jb20uY2RuLmFtcHByb2plY3Qub3JnL3Yvcy9jYWxnYXJ5aGVyYWxkLmNvbS9uZXdzL3BvbGl0aWNzL2JyYWlkLW9uZS1wYXJ0eXMtY3JlZXB5LXZpZGVvLWlzLWFub3RoZXItcGFydHlzLWNvbnNwaXJhY3kvYW1wP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
11,What does an olive oil shortage in Italy mean for Canada?,n,https://news.google.com/articles/CAIiECsaSerkp0_pFS4PbR7_fwcqGQgEKhAIACoHCAow6f-ICzDjj4gDMJTFnwY
12,Italy could be forced to import olive oil because of extreme weather,n,https://news.google.com/articles/CAIiEHDAzGjC3Li8SxJvA9J8uFkqGQgEKhAIACoHCAowocv1CjCSptoCMPrTpgU
13,Italy faces olive oil crisis as climate change and disease cuts harvest by a record 57%,n,https://news.google.com/articles/CAIiEIVdpr8lDH4wEwnepYrc6PUqFggEKg4IACoGCAowm6R6MMKqCTCfrxU
14,OPP veteran says firing was reprisal for lawsuit over hiring of Ford friend,n,https://news.google.com/articles/CBMic2h0dHBzOi8vd3d3LnRoZWdsb2JlYW5kbWFpbC5jb20vY2FuYWRhL2FydGljbGUtb3BwLXZldGVyYW4tc2F5cy1maXJpbmctYnktZm9yZC1nb3Zlcm5tZW50LWlzLXJlcHJpc2FsLWZvci10YXZlcm5lci_SAccBaHR0cHM6Ly93d3ctdGhlZ2xvYmVhbmRtYWlsLWNvbS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL3d3dy50aGVnbG9iZWFuZG1haWwuY29tL2FtcC9jYW5hZGEvYXJ0aWNsZS1vcHAtdmV0ZXJhbi1zYXlzLWZpcmluZy1ieS1mb3JkLWdvdmVybm1lbnQtaXMtcmVwcmlzYWwtZm9yLXRhdmVybmVyLz9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ
15,Fired OPP deputy alleges reprisal for speaking against Doug Ford friend\'s appointment to force,n,https://news.google.com/articles/CBMijwFodHRwczovL3d3dy5jYmMuY2EvbmV3cy9jYW5hZGEvdG9yb250by9maXJlZC1vcHAtZGVwdXR5LWFsbGVnZXMtcmVwcmlzYWwtZm9yLXNwZWFraW5nLWFnYWluc3QtZG91Zy1mb3JkLWZyaWVuZC1zLWFwcG9pbnRtZW50LXRvLWZvcmNlLTEuNTA0MzQzNNIBY2h0dHBzOi8vd3d3LWNiYy1jYS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL3d3dy5jYmMuY2EvYW1wLzEuNTA0MzQzND9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ
16,Doug Ford\'s role in OPP turmoil raises questions of political interference,n,https://news.google.com/articles/CBMiZGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS90b3JvbnRvL2RvdWctZm9yZC1vbnRhcmlvLXBvdmluY2lhbC1wb2xpY2Utb3BwLXJvbi10YXZlcm5lci0xLjUwNDM0NDfSAWNodHRwczovL3d3dy1jYmMtY2EuY2RuLmFtcHByb2plY3Qub3JnL3Yvcy93d3cuY2JjLmNhL2FtcC8xLjUwNDM0NDc_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU
17,GOLDSTEIN: Find a new OPP commissioner Premier Ford,p,https://news.google.com/articles/CBMiXGh0dHBzOi8vdG9yb250b3N1bi5jb20vb3Bpbmlvbi9jb2x1bW5pc3RzL2dvbGRzdGVpbi1maW5kLWEtbmV3LW9wcC1jb21taXNzaW9uZXItcHJlbWllci1mb3Jk0gGnAWh0dHBzOi8vdG9yb250b3N1bi1jb20uY2RuLmFtcHByb2plY3Qub3JnL3Yvcy90b3JvbnRvc3VuLmNvbS9vcGluaW9uL2NvbHVtbmlzdHMvZ29sZHN0ZWluLWZpbmQtYS1uZXctb3BwLWNvbW1pc3Npb25lci1wcmVtaWVyLWZvcmQvYW1wP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
18,Is there something rotten in the OPP?,n,https://news.google.com/articles/CBMiVWh0dHBzOi8vd3d3LnRoZWdsb2JlYW5kbWFpbC5jb20vb3Bpbmlvbi9hcnRpY2xlLWlzLXRoZXJlLXNvbWV0aGluZy1yb3R0ZW4taW4tdGhlLW9wcC_SAakBaHR0cHM6Ly93d3ctdGhlZ2xvYmVhbmRtYWlsLWNvbS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL3d3dy50aGVnbG9iZWFuZG1haWwuY29tL2FtcC9vcGluaW9uL2FydGljbGUtaXMtdGhlcmUtc29tZXRoaW5nLXJvdHRlbi1pbi10aGUtb3BwLz9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ
19,Toronto police say 4 children who went missing after movies have been located,n,https://news.google.com/articles/CAIiEBjdkpnNmFEpWOcTW-Z1LrEqGQgEKhAIACoHCAowqeP_CjDdg_oCMMXh6QU
20,Adele Sorella guilty of second-degree murder in deaths of daughters,n,https://news.google.com/articles/CBMiRmh0dHBzOi8vbW9udHJlYWxnYXpldHRlLmNvbS9uZXdzL2xvY2FsLW5ld3MvYWRlbGUtc29yZWxsYS1tdXJkZXItdHJpYWzSAZYBaHR0cHM6Ly9tb250cmVhbGdhemV0dGUtY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3MvbW9udHJlYWxnYXpldHRlLmNvbS9uZXdzL2xvY2FsLW5ld3MvYWRlbGUtc29yZWxsYS1tdXJkZXItdHJpYWwvYW1wP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
21,Quebec mother found guilty of second-degree murder in daughters\' deaths,n,https://news.google.com/articles/CAIiEPN7UDRB2sBQnYzA3xBV1Z8qGQgEKhAIACoHCAow6f-ICzDjj4gDMK2RnwY
22,Quebec woman guilty of 2nd-degree murder of 2 daughters,n,https://news.google.com/articles/CAIiEObY3uAkDHuh1bEzaxwpQqQqFggEKg4IACoGCAowqKNmMKjdCjDGlx0
23,Quebec mother Adele Sorella found guilty of second-degree murder in daughters\' deaths,n,https://news.google.com/articles/CBMibmh0dHBzOi8vbmF0aW9uYWxwb3N0LmNvbS9uZXdzL25ld3NhbGVydC1xdWViZWMtbW90aGVyLWZvdW5kLWd1aWx0eS1vZi1zZWNvbmQtZGVncmVlLW11cmRlci1pbi1kYXVnaHRlcnMtZGVhdGhz0gG7AWh0dHBzOi8vbmF0aW9uYWxwb3N0LWNvbS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL25hdGlvbmFscG9zdC5jb20vbmV3cy9uZXdzYWxlcnQtcXVlYmVjLW1vdGhlci1mb3VuZC1ndWlsdHktb2Ytc2Vjb25kLWRlZ3JlZS1tdXJkZXItaW4tZGF1Z2h0ZXJzLWRlYXRocy9hbXA_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU
24,Jury finds Adele Sorella guilty of second-degree murder in deaths of young daughters,n,https://news.google.com/articles/CBMiemh0dHBzOi8vbW9udHJlYWwuY3R2bmV3cy5jYS9qdXJ5LWZpbmRzLWFkZWxlLXNvcmVsbGEtZ3VpbHR5LW9mLXNlY29uZC1kZWdyZWUtbXVyZGVyLWluLWRlYXRocy1vZi15b3VuZy1kYXVnaHRlcnMtMS40MzIxODc30gGGAWh0dHBzOi8vYmV0YS1jdHZuZXdzLWNhLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3MvYmV0YS5jdHZuZXdzLmNhL2xvY2FsL21vbnRyZWFsLzIwMTkvMy80LzFfNDMyMTg3Ny5odG1sP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
25,Hero among 2 police officers run down during training session,n,https://news.google.com/articles/CBMid2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9icml0aXNoLWNvbHVtYmlhL2hlcm8tYW1vbmctMi1wb2xpY2Utb2ZmaWNlcnMtcnVuLWRvd24tZHVyaW5nLXRyYWluaW5nLXNlc3Npb24tMS41MDQzOTYz0gFjaHR0cHM6Ly93d3ctY2JjLWNhLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LmNiYy5jYS9hbXAvMS41MDQzOTYzP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
26,Abbotsford police officer injured in hit-and-run identified as decorated 15-year veteran,n,https://news.google.com/articles/CAIiEBgfTLHJkwH6Lx28moGKNI0qGQgEKhAIACoHCAowqeP_CjDdg_oCMMTh6QU
27,Suspect vehicle in Burnaby hit-and-run reported stolen in New Westminster,p,https://news.google.com/articles/CBMidGh0dHBzOi8vd3d3LmJ1cm5hYnlub3cuY29tL25ld3Mvc3VzcGVjdC12ZWhpY2xlLWluLWJ1cm5hYnktaGl0LWFuZC1ydW4tcmVwb3J0ZWQtc3RvbGVuLWluLW5ldy13ZXN0bWluc3Rlci0xLjIzNjUzNTQy0gEA
28,Abbotsford Police officer hurt in Burnaby hit and run is a 15-year veteran of the force,n,https://news.google.com/articles/CBMiTGh0dHBzOi8vd3d3LmNpdHluZXdzMTEzMC5jb20vMjAxOS8wMy8wNS9idXJuYWJ5LWhpdC1hbmQtcnVuLXBvbGljZS1vZmZpY2Vycy_SAZ0BaHR0cHM6Ly93d3ctY2l0eW5ld3MxMTMwLWNvbS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL3d3dy5jaXR5bmV3czExMzAuY29tLzIwMTkvMDMvMDUvYnVybmFieS1oaXQtYW5kLXJ1bi1wb2xpY2Utb2ZmaWNlcnMvYW1wLz9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ
29,\'Shaken police community\' - BC News,n,https://news.google.com/articles/CBMiOWh0dHBzOi8vd3d3LmNhc3RhbmV0Lm5ldC9lZGl0aW9uL25ld3Mtc3RvcnktMjUwNzM3LTMtLmh0bdIBAA
30,The looming showdown over executive privilege,n,https://news.google.com/articles/CAIiEIGdUwKNsV2G_P9wqShEFfYqGAgEKg8IACoHCAowjtSUCjC30XQw7qrkAQ
31,Democrats launch sweeping probe of Donald Trump — could last through 2020 election,n,https://news.google.com/articles/CAIiEFxFQsLEaoGpmjQOX8_SQ1AqGQgEKhAIACoHCAowqeP_CjDdg_oCMMTh6QU
32,US House committees launch sweeping Trump inquiries,n,https://news.google.com/articles/CBMiVmh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3dvcmxkL3RydW1wLXByb2JlLWhvdXNlLWp1ZGljaWFyeS1yZXF1ZXN0cy1kb2N1bWVudHMtMS41MDQxOTg30gEA
33,House Democrats are weaponizing the process against Trump,n,https://news.google.com/articles/CBMiWWh0dHBzOi8vd3d3LmZveG5ld3MuY29tL29waW5pb24vaG91c2UtZGVtb2NyYXRzLWFyZS13ZWFwb25pemluZy10aGUtcHJvY2Vzcy1hZ2FpbnN0LXRydW1w0gGlAWh0dHBzOi8vd3d3LWZveG5ld3MtY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LmZveG5ld3MuY29tL29waW5pb24vaG91c2UtZGVtb2NyYXRzLWFyZS13ZWFwb25pemluZy10aGUtcHJvY2Vzcy1hZ2FpbnN0LXRydW1wLmFtcD9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ
34,Doug Schoen: My advice to Democrats as they march toward impeachment (from someone who\'s been there),n,https://news.google.com/articles/CBMigAFodHRwczovL3d3dy5mb3huZXdzLmNvbS9vcGluaW9uL2RvdWctc2Nob2VuLW15LWFkdmljZS10by1kZW1vY3JhdHMtYXMtdGhleS1tYXJjaC10b3dhcmQtaW1wZWFjaG1lbnQtZnJvbS1zb21lb25lLXdob3MtYmVlbi10aGVyZdIBzAFodHRwczovL3d3dy1mb3huZXdzLWNvbS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL3d3dy5mb3huZXdzLmNvbS9vcGluaW9uL2RvdWctc2Nob2VuLW15LWFkdmljZS10by1kZW1vY3JhdHMtYXMtdGhleS1tYXJjaC10b3dhcmQtaW1wZWFjaG1lbnQtZnJvbS1zb21lb25lLXdob3MtYmVlbi10aGVyZS5hbXA_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU
35,U.S. hopes to force Meng Wanzhou to spill on Huawei say former federal prosecutors,n,https://news.google.com/articles/CAIiEC2NJx3GUVtbRqQxnGr8QoQqFggEKg4IACoGCAow6bV4MPfJDDCtvTk
36,China halts canola shipments from major Canadian supplier,p,https://news.google.com/articles/CAIiEJx8EUvfBnB0w1k48Qa-lu0qFggEKg4IACoGCAowqKNmMKjdCjDkkR0
37,China blocks canola shipments from Canadian company amid widening tensions,n,https://news.google.com/articles/CBMidWh0dHBzOi8vd3d3LnRoZWdsb2JlYW5kbWFpbC5jb20vYnVzaW5lc3MvYXJ0aWNsZS1jaGluYS1ibG9ja3MtY2Fub2xhLXNoaXBtZW50cy1ieS13aW5uaXBlZ3MtcmljaGFyZHNvbi1pbnRlcm5hdGlvbmFsL9IBAA
38,The stakes just went up in our conflict with China - so what is the end game?,n,https://news.google.com/articles/CBMicmh0dHBzOi8vd3d3LnRoZWdsb2JlYW5kbWFpbC5jb20vb3Bpbmlvbi9hcnRpY2xlLXRoZS1zdGFrZXMtanVzdC13ZW50LXVwLWluLW91ci1jb25mbGljdC13aXRoLWNoaW5hLXNvLXdoYXQtaXMtdGhlL9IBxgFodHRwczovL3d3dy10aGVnbG9iZWFuZG1haWwtY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LnRoZWdsb2JlYW5kbWFpbC5jb20vYW1wL29waW5pb24vYXJ0aWNsZS10aGUtc3Rha2VzLWp1c3Qtd2VudC11cC1pbi1vdXItY29uZmxpY3Qtd2l0aC1jaGluYS1zby13aGF0LWlzLXRoZS8_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU
39,China believes Canada\'s Huawei case is political. Trump does nothing but confirm it.,n,https://news.google.com/articles/CAIiEC07-25sq7-Xan2mxjffAB8qGAgEKg8IACoHCAowjtSUCjC30XQw_qe5AQ
40,\'It\'s not fair\': R Kelly tearfully denies sex abuse allegations in tense interview,n,https://news.google.com/articles/CAIiEGyym-I2kaXtVPZ4-unCXCUqFggEKg4IACoGCAowl6p7MN-zCTDlkko
41,\'I didn\'t do this stuff!\' R. Kelly says rumours he had sex with underage girls are \'not true\',n,https://news.google.com/articles/CBMiV2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2VudGVydGFpbm1lbnQvci1rZWxseS1pbnRlcnZpZXctY2JzLWRlbmlhbC1nYXlsZS1raW5nLTEuNTA0NDQzONIBY2h0dHBzOi8vd3d3LWNiYy1jYS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL3d3dy5jYmMuY2EvYW1wLzEuNTA0NDQzOD9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ
42,R. Kelly: It’s ‘not fair’ to charge me with sex crimes again,n,https://news.google.com/articles/CAIiELlwd_dwyCwY0meySgl40zgqGQgEKhAIACoHCAowsbfwCjCm2LoCMOeDkgM
43,R. Kelly Denies Charges Of Sex Crimes,n,https://news.google.com/articles/CCAiC2hhQm9Wd0xlczY0mAEB
44,R. Kelly Gets Hysterical in New Interview With Gayle King,n,https://news.google.com/articles/CAIiEEf8Gzh_5QIERcefAz0yHsIqFQgEKg0IACoGCAowlYECMLFMMOKjHg
45,Trudeau dismisses China report anonymously accusing Kovrig Spavor of espionage,n,https://news.google.com/articles/CAIiEPOH9UZLtD1_m6jO_w5pm5kqGQgEKhAIACoHCAow6f-ICzDjj4gDMKGZnwY
46,Why Canada represented U.S. authorities’ ‘best chance’ to capture Huawei’s Meng Wanzhou,p,https://news.google.com/articles/CAIiEHt8gAxrEy1LEw_Qm5FUl3oqFwgEKg4IACoGCAow6bV4MPfJDDDB1MUF
47,Ottawa to proceed with Meng extradition request Trudeau says as China accuses detained Canadians of spying,n,https://news.google.com/articles/CBMia2h0dHBzOi8vd3d3LnRoZWdsb2JlYW5kbWFpbC5jb20vd29ybGQvYXJ0aWNsZS1jaGluYS1hY2N1c2VzLWRldGFpbmVkLWNhbmFkaWFucy1vZi1zcHlpbmctZGF5cy1hZnRlci1odWF3ZWkv0gEA
48,Trudeau dismisses China report anonymously accusing Kovrig Spavor of theft,n,https://news.google.com/articles/CBMimAFodHRwczovL3Rvcm9udG9zdW4uY29tL25ld3MvbmF0aW9uYWwvdHJ1ZGVhdS1kaXNtaXNzZXMtY2hpbmEtcmVwb3J0LWFub255bW91c2x5LWFjY3VzaW5nLWtvdnJpZy1zcGF2b3Itb2YtdGhlZnQvd2NtL2YyZmI5MGIwLTlhNDgtNDE1Zi05OTAzLTQyMDc5OTk1MzJjZNIB4wFodHRwczovL3Rvcm9udG9zdW4tY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3MvdG9yb250b3N1bi5jb20vbmV3cy9uYXRpb25hbC90cnVkZWF1LWRpc21pc3Nlcy1jaGluYS1yZXBvcnQtYW5vbnltb3VzbHktYWNjdXNpbmcta292cmlnLXNwYXZvci1vZi10aGVmdC93Y20vZjJmYjkwYjAtOWE0OC00MTVmLTk5MDMtNDIwNzk5OTUzMmNkL2FtcD9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ
49,China Accuses Canadians Michael Kovrig And Michael Spavor Of Acting Together To Steal State Secrets,n,https://news.google.com/articles/CBMiWGh0dHBzOi8vd3d3Lmh1ZmZpbmd0b25wb3N0LmNhLzIwMTkvMDMvMDQvbWljaGFlbC1rb3ZyaWctbWljaGFlbC1zcGF2b3ItY2hpbmFfYV8yMzY4MzU4Mi_SAaYBaHR0cHM6Ly9tLWh1ZmZpbmd0b25wb3N0LWNhLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3MvbS5odWZmaW5ndG9ucG9zdC5jYS9hbXAvMjAxOS8wMy8wNC9taWNoYWVsLWtvdnJpZy1taWNoYWVsLXNwYXZvci1jaGluYV9hXzIzNjgzNTgyLz9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ
50,\'Speed camera ahead\': Google Maps adds photo radar warnings for drivers,n,https://news.google.com/articles/CBMiYWh0dHBzOi8vbmF0aW9uYWxwb3N0LmNvbS9uZXdzL3NwZWVkLWNhbWVyYS1haGVhZC1nb29nbGUtbWFwcy1hZGQtcGhvdG8tcmFkYXItd2FybmluZ3MtZm9yLWRyaXZlcnPSAa4BaHR0cHM6Ly9uYXRpb25hbHBvc3QtY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3MvbmF0aW9uYWxwb3N0LmNvbS9uZXdzL3NwZWVkLWNhbWVyYS1haGVhZC1nb29nbGUtbWFwcy1hZGQtcGhvdG8tcmFkYXItd2FybmluZ3MtZm9yLWRyaXZlcnMvYW1wP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
51,\'Speed camera ahead\': Google Maps add photo radar warnings for drivers,n,https://news.google.com/articles/CBMiX2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9lZG1vbnRvbi9zcGVlZC1jYW1lcmEtZ29vZ2xlLW1hcHMtcGhvdG8tcmFkYXItd2FybmluZ3MtMS41MDQzODE10gFjaHR0cHM6Ly93d3ctY2JjLWNhLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LmNiYy5jYS9hbXAvMS41MDQzODE1P2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
52,‘Speed camera ahead:’ Google Maps add photo radar warnings for drivers,n,https://news.google.com/articles/CBMiVGh0dHBzOi8vd3d3LjY4MG5ld3MuY29tLzIwMTkvMDMvMDUvZ29vZ2xlLW1hcHMtYWRkLXBob3RvLXJhZGFyLXdhcm5pbmdzLWZvci1kcml2ZXJzL9IBoAFodHRwczovL3d3dy02ODBuZXdzLWNvbS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL3d3dy42ODBuZXdzLmNvbS8yMDE5LzAzLzA1L2dvb2dsZS1tYXBzLWFkZC1waG90by1yYWRhci13YXJuaW5ncy1mb3ItZHJpdmVycy9hbXAvP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
53,Google Maps Adding Photo Radar Warnings For Drivers,n,https://news.google.com/articles/CAIiEFHsvYZKREAklnaTlRQP7FUqFwgEKg8IACoHCAow1qfAAjCkrz8w8cpI
54,Google Maps adds photo radar warnings for drivers: ‘Speed camera ahead’,n,https://news.google.com/articles/CAIiED7SpUMzpXdLVgrkJ3CS2sAqGQgEKhAIACoHCAowqeP_CjDdg_oCMLbh6QU
55,Health Canada looking into 2 pot firms\' sponsorship of children\'s charity event,n,https://news.google.com/articles/CBMiXGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2J1c2luZXNzL2hlYWx0aC1jYW5hZGEtcG90LWZpcm1zLXNwb25zb3JzaGlwLWNoYXJpdHktZXZlbnQtMS41MDQ0MjUz0gFjaHR0cHM6Ly93d3ctY2JjLWNhLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LmNiYy5jYS9hbXAvMS41MDQ0MjUzP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
56,Bankers are circling Europe\'s growing cannabis market,n,https://news.google.com/articles/CBMiW2h0dHBzOi8vd3d3LmJubmJsb29tYmVyZy5jYS9iYW5rZXJzLWFyZS1jaXJjbGluZy1ldXJvcGUtcy1ncm93aW5nLWNhbm5hYmlzLW1hcmtldC0xLjEyMjM2NzHSAQA
